id	front	back	tags
durrett_ch3_derivatives_moments	Moments from characteristic function derivatives (3.3.3 Moments and Derivatives)	If E|X|^n is finite, then phi has n derivatives and phi^{(k)}(0)=i^k E X^k for k up to n. Exam use: Compute moments and build Taylor expansions for CLT proofs. Pitfall: Existence of a few derivatives at zero can be subtler than finite moments unless the theorem's hypotheses are met.	moments,derivatives,taylor-expansion
durrett_ch3_second_order_cf_expansion	Second-order characteristic function expansion (3.3.3 Moments and Derivatives)	If EX=0 and EX^2=sigma^2 is finite, then phi(t)=1-sigma^2 t^2/2+o(t^2) as t tends to zero. Exam use: This is the one-line input behind the iid CLT by characteristic functions. Pitfall: The expansion is local near zero; do not apply it at fixed nonzero t without scaling.	second-moment,cf-expansion,clt
durrett_ch3_polya_criterion	Polya criterion for characteristic functions (3.3.4 Polya's Criterion)	A real, nonnegative, even, convex-on-positive-rays function with phi(0)=1 and phi(t) tending to 0 at infinity is a characteristic function. Exam use: Useful for constructing stable-law examples such as exp(-|t|^alpha) for 0<alpha<2. Pitfall: The criterion is sufficient, not necessary; many characteristic functions are not nonnegative or convex.	polya,construction,stable-laws
durrett_ch3_moment_problem_carleman	Moment problem and Carleman-type uniqueness (3.3.5 The Moment Problem)	Under suitable growth conditions on even moments, a distribution is determined by its moments. Exam use: Helps decide when matching all moments identifies a law. Pitfall: Moment equality alone is not always enough; lognormal-type examples show nonuniqueness can occur.	moment-problem,carleman,uniqueness
durrett_ch3_iid_clt	IID central limit theorem (3.4.1 i.i.d. Sequences)	If X_i are iid with mean mu and variance sigma^2 in (0,infinity), then (S_n-n mu)/(sigma sqrt(n)) converges in distribution to standard normal. Exam use: The central theorem for normal approximations and asymptotic distribution calculations. Pitfall: Finite nonzero variance is required for this form; infinite variance can lead to nonnormal stable limits.	clt,iid,normal-limit
durrett_ch3_normal_approximation_continuity_correction	Normal approximation and continuity correction (3.4.1 i.i.d. Sequences)	For binomial or lattice sums, approximate probabilities by normal intervals and shift interval endpoints by half a lattice step for better accuracy. Exam use: Useful for coin-flip, dice, roulette, binomial, and Poisson approximations. Pitfall: The CLT gives large-n accuracy; small tails and lattice endpoints may need correction or sharper bounds.	normal-approximation,binomial,continuity-correction
durrett_ch3_triangular_array_lindeberg_feller	Lindeberg-Feller central limit theorem (3.4.2 Triangular Arrays)	For independent mean-zero triangular arrays with total variance tending to 1, the row sum converges to standard normal iff the Lindeberg condition holds. Exam use: The main CLT for non-identically distributed arrays. Pitfall: The condition is row-wise; do not replace it by iid assumptions unless the array is built that way.	lindeberg-feller,triangular-array,clt
durrett_ch3_lyapunov_condition	Lyapunov condition implies Lindeberg (3.4.2 Triangular Arrays)	If a triangular array has normalized (2+delta)-moments whose row sum tends to zero, then the Lindeberg condition holds. Exam use: Quick sufficient check for triangular-array CLTs. Pitfall: Lyapunov is stronger than Lindeberg; failure of Lyapunov does not rule out a CLT.	lyapunov,lindeberg,moment-condition
durrett_ch3_random_index_clt	Random index CLT (3.4.1 i.i.d. Sequences)	If N_t/a(t) tends to 1 in probability and iid centered finite-variance sums satisfy the CLT, then S_{N_t}/sqrt(a(t)) has the same normal limit. Exam use: Useful for renewal CLTs and random-sample-size problems. Pitfall: The random index must be close on the scale needed by the partial-sum fluctuations.	random-index,clt,renewal
durrett_ch3_erdos_kac	Erdos-Kac central limit theorem (3.4.3 Prime Divisors)	The number of distinct prime divisors of a uniformly chosen integer up to n, after centering and scaling by log log n, converges to the standard normal law. Exam use: A landmark example where arithmetic statistics obey a CLT. Pitfall: The variance scale is log log n, not log n.	erdos-kac,number-theory,bernoulli-approximation
durrett_ch3_berry_esseen	Berry-Esseen rate (3.4.4 Rates of Convergence)	For iid centered variables with finite third absolute moment and variance one, the normal approximation error in Kolmogorov distance is O(E|X|^3/sqrt(n)). Exam use: Use when a problem asks for an explicit CLT error rate. Pitfall: Finite variance alone gives convergence but not this rate.	berry-esseen,rates,kolmogorov-distance
durrett_ch3_lattice_span	Lattice span from characteristic functions (3.5 Local Limit Theorems)	For a lattice distribution, the set of t with |phi(t)|=1 encodes the lattice spacing; otherwise |phi(t)|<1 away from zero on compact intervals. Exam use: Key diagnostic for local limit theorems. Pitfall: Local limits differ in lattice and nonlattice cases; the span matters.	lattice,characteristic-functions,local-limit
durrett_ch3_local_limit_theorem	Local limit theorem (3.5 Local Limit Theorems)	Under suitable lattice hypotheses and finite variance, point probabilities of centered sums are approximated by the normal density times the lattice spacing over sqrt(n). Exam use: Use when approximating exact probabilities, not just cumulative probabilities. Pitfall: The ordinary CLT does not imply local probability estimates by itself.	local-limit,lattice,normal-density
durrett_ch3_poisson_triangular_array	Poisson convergence for rare Bernoulli arrays (3.6.1 The Basic Limit Theorem)	For independent Bernoulli variables in row n, if the maximum success probability tends to zero and the sum of success probabilities tends to lambda, then the row sum converges to Poisson(lambda). Exam use: The standard law of small numbers for rare-event counts. Pitfall: The largest individual probability must vanish; total mean convergence alone is not enough.	poisson-convergence,law-of-small-numbers,bernoulli-array
durrett_ch3_total_variation_poisson_approximation	Total variation Poisson approximation (3.6.1 The Basic Limit Theorem)	A sum of independent Bernoulli variables is close in total variation to a Poisson variable with matching mean when the sum of squared success probabilities is small. Exam use: Gives quantitative Poisson approximation for rare counts. Pitfall: Total variation is stronger than weak convergence; the error bound depends on small individual probabilities.	total-variation,poisson-approximation,rare-events
durrett_ch3_matching_fixed_points	Matching fixed points converge to Poisson (3.6.2 Two Examples with Dependence)	The number of fixed points in a uniform random permutation converges to Poisson(1). Exam use: Classic dependent rare-event Poisson limit. Pitfall: The indicators are not independent, so the basic Bernoulli-array theorem does not apply directly.	matching,fixed-points,poisson-limit
durrett_ch3_occupancy_empty_boxes	Occupancy empty-box Poisson limit (3.6.2 Two Examples with Dependence)	When r balls are thrown into n boxes and n exp(-r/n) tends to lambda, the number of empty boxes converges to Poisson(lambda). Exam use: Appears in coupon collector and hashing problems. Pitfall: Empty-box events are dependent; independence heuristics need justification.	occupancy,empty-boxes,poisson-limit
durrett_ch3_poisson_process_increments	Poisson process from independent increments (3.7 Poisson Processes)	A counting process with stationary independent increments, no multiple jumps in small intervals, and jump probability asymptotic to lambda h has N(0,t) distributed as Poisson(lambda t). Exam use: Foundation for continuous-time rare-event models. Pitfall: The small-interval multiple-jump condition is needed to reduce counts to Bernoulli indicators.	poisson-process,independent-increments,counting-process
durrett_ch3_compound_poisson	Compound Poisson process (3.7.1 Compound Poisson Processes)	If N is a Poisson process and Y_i are iid jumps independent of N, then sum_{i<=N(t)} Y_i is a compound Poisson process with characteristic function exp(lambda t (E exp(i theta Y)-1)). Exam use: Models random sums and jump processes with nonunit jump sizes. Pitfall: Do not confuse the rate of arrivals with the distribution of jump sizes.	compound-poisson,random-sum,jump-process
durrett_ch3_poisson_thinning	Thinning of a Poisson process (3.7.2 Thinning)	If each point of a rate lambda Poisson process is independently assigned a type j with probability p_j, then the type-specific counting processes are independent Poisson processes with rates lambda p_j. Exam use: Use for marked processes, occupancy via Poissonization, and splitting arrivals into classes. Pitfall: Independence of the marks is essential for independent thinned processes.	thinning,marked-poisson,independent-poisson
durrett_ch3_poisson_order_statistics	Poisson arrivals conditional on count are order statistics (3.7.3 Conditioning)	Given N(t)=n in a homogeneous Poisson process, the arrival times in [0,t] have the same joint distribution as the order statistics of n iid uniform(0,t) variables. Exam use: Turns Poisson-process conditioning questions into uniform order-statistic problems. Pitfall: This is conditional on the count; unconditionally the arrival times are not a fixed-size sample.	poisson-process,conditioning,order-statistics
durrett_ch3_stable_law_domain_attraction	Stable law domain of attraction (3.8 Stable Laws)	Heavy-tailed iid sums with regularly varying tails of index alpha in (0,2) converge after n^{1/alpha}-type scaling and suitable centering to an alpha-stable law. Exam use: Explains nonnormal limits when variance is infinite. Pitfall: Centering depends on alpha and tail balance; do not reuse finite-variance CLT normalization.	stable-laws,heavy-tails,domain-of-attraction
